sort_order,page,letter,code,code_type,headword,sub_headword,term,site_restriction,obs,see_snomed,see_also,is_headword_entry
306,107,A,8150/0,morphology,Adenoma,,islet cell (C25._),,false,false,,false
307,107,A,8204/0,morphology,Adenoma,,lactating (C50._),,false,false,,false
308,107,A,8170/0,morphology,Adenoma,,liver cell (C22.0),C22.0,false,false,,false
309,107,A,8334/0,morphology,Adenoma,,macrofollicular (C73.9),C73.9,false,false,,false
310,107,A,9110/0,morphology,Adenoma,,mesonephric,,false,false,,false
311,107,A,8325/0,morphology,Adenoma,,metanephric (C64.9),C64.9,false,false,,false
312,107,A,8202/0,morphology,Adenoma,,"microcystic, NOS (C25._)",,false,false,,false
313,107,A,8441/0,morphology,Adenoma,,"microcystic, serous",,false,false,,false
314,107,A,8333/0,morphology,Adenoma,,microfollicular (C73.9),C73.9,false,false,,false
315,107,A,8281/0,morphology,Adenoma,,mixed acidophil-basophil (C75.1),C75.1,false,false,,false
316,107,A,8323/0,morphology,Adenoma,,mixed cell,,false,false,,false
317,107,A,8146/0,morphology,Adenoma,,monomorphic,,false,false,,false
318,107,A,8480/0,morphology,Adenoma,,mucinous,,false,false,,false
319,107,A,8453/0,morphology,Adenoma,,"mucinous-papillary, intraductal (C25._)",,false,false,,false
320,107,A,8300/0,morphology,Adenoma,,mucoid cell (C75.1),C75.1,false,false,,false
321,107,A,8982/0,morphology,Adenoma,,myoepithelial,,false,false,,false
322,107,A,8506/0,morphology,Adenoma,,nipple (C50.0),C50.0,false,false,,false
323,107,A,8290/0,morphology,Adenoma,,oncocytic,,false,false,,false
324,107,A,8290/0,morphology,Adenoma,,oxyphilic,,false,false,,false
325,107,A,8290/0,morphology,Adenoma,,oxyphilic cell follicular (C73.9),C73.9,false,false,,false
326,107,A,8260/0,morphology,Adenoma,Papillary,NOS,,false,false,,false
327,107,A,8408/1,morphology,Adenoma,Papillary,aggressive digital (C44._),,false,false,,false
328,107,A,8408/0,morphology,Adenoma,Papillary,eccrine (C44._),,false,false,,false
329,107,A,8504/0,morphology,Adenoma,Papillary,intracystic,,false,false,,false
330,107,A,8453/0,morphology,Adenoma,,"papillary-mucinous, intraductal (C25._)",,false,false,,false
331,107,A,8263/0,morphology,Adenoma,,papillotubular,,false,false,,false
332,107,A,8640/1,morphology,Adenoma,,Pick tubular,,false,false,,false
333,107,A,8372/0,morphology,Adenoma,,pigmented (C74.0),C74.0,false,false,,false
334,107,A,8272/0,morphology,Adenoma,,"pituitary, NOS (C75.1)",C75.1,false,false,,false
335,107,A,8940/0,morphology,Adenoma,,pleomorphic,,false,false,,false
336,107,A,8941/3,morphology,Adenoma,,"pleomorphic, carcinoma in (C07._,C08._)",,false,false,,false
337,107,A,8210/0,morphology,Adenoma,Polypoid,NOS,,false,false,,false
338,107,A,8210/3,morphology,Adenoma,Polypoid,adenocarcinoma in,,false,false,,false
339,107,A,8210/2,morphology,Adenoma,Polypoid,adenocarcinoma in situ in,,false,false,,false
340,107,A,8410/0,morphology,Adenoma,,sebaceous (C44._),,false,false,,false
341,107,A,,,Adenoma,,sebaceum (see SNOMED),,false,true,,false
342,107,A,8441/0,morphology,Adenoma,,serous microcystic,,false,false,,false
343,108,A,8213/0,morphology,Adenoma,Serrated,NOS (C18._),,false,false,,false
344,108,A,8213/0,morphology,Adenoma,Serrated,sessile,,false,false,,false
345,108,A,8213/0,morphology,Adenoma,Serrated,traditional,,false,false,,false
346,108,A,8213/0,morphology,Adenoma,Serrated,traditional sessile,,false,false,,false
347,108,A,8640/1,morphology,Adenoma,,Sertoli cell,,false,false,,false
348,108,A,8213/0,morphology,Adenoma,,sessile serrated,,false,false,,false
349,108,A,8390/0,morphology,Adenoma,,skin appendage (C44._),,false,false,,false
350,108,A,8400/0,morphology,Adenoma,,sweat gland (C44._),,false,false,,false
351,108,A,8640/1,morphology,Adenoma,,testicular,,false,false,,false
352,108,A,8190/0,morphology,Adenoma,,trabecular,,false,false,,false
353,108,A,8336/0,morphology,Adenoma,,"trabecular, hyalinizing (C73.9)",C73.9,false,false,,false
354,108,A,8213/0,morphology,Adenoma,,traditional serrated,,false,false,,false
355,108,A,8213/0,morphology,Adenoma,,traditional sessile serrated,,false,false,,false
356,108,A,8211/0,morphology,Adenoma,Tubular,NOS,,false,false,,false
357,108,A,8210/3,morphology,Adenoma,Tubular,adenocarcinoma in,,false,false,,false
358,108,A,8210/2,morphology,Adenoma,Tubular,adenocarcinoma in situ in,,false,false,,false
359,108,A,8640/1,morphology,Adenoma,Tubular,Pick,,false,false,,false
360,108,A,8263/0,morphology,Adenoma,,tubulo-papillary,,false,false,,false
361,108,A,8263/0,morphology,Adenoma,Tubulovillous,NOS,,false,false,,false
362,108,A,8263/3,morphology,Adenoma,Tubulovillous,adenocarcinoma in,,false,false,,false
363,108,A,8263/2,morphology,Adenoma,Tubulovillous,adenocarcinoma in situ in,,false,false,,false
364,108,A,8263/0,morphology,Adenoma,,villoglandular,,false,false,,false
365,108,A,8261/0,morphology,Adenoma,Villous,NOS,,false,false,,false
366,108,A,8261/3,morphology,Adenoma,Villous,adenocarcinoma in,,false,false,,false
367,108,A,8261/2,morphology,Adenoma,Villous,adenocarcinoma in situ in,,false,false,,false
368,108,A,8322/0,morphology,Adenoma,,water-clear cell (C75.0),C75.0,false,false,,false
369,108,A,9110/0,morphology,Adenoma,,Wolffian duct,,false,false,,false
370,108,A,8360/1,morphology,"Adenomas, multiple, endocrine",,"Adenomas, multiple, endocrine",,false,false,,true
371,108,A,9054/0,morphology,"Adenomatoid tumor, NOS",,"Adenomatoid tumor, NOS",,false,false,,true
372,108,A,9300/0,morphology,"Adenomatoid tumor, odontogenic (C41._)",,"Adenomatoid tumor, odontogenic (C41._)",,false,false,,true
373,108,A,8220/0,morphology,Adenomatosis,,NOS,,false,false,,false
374,108,A,8360/1,morphology,Adenomatosis,,endocrine,,false,false,,false
375,108,A,,,Adenomatosis,,fibrosing (see SNOMED),,false,true,,false
376,108,A,8150/0,morphology,Adenomatosis,,islet cell (C25._),,false,false,,false
377,108,A,8250/1,morphology,Adenomatosis,,pulmonary (C34._),,false,false,,false
378,108,A,8213/0,morphology,Adenomatous,,"and hyperplastic polyp, mixed (C18._) C49.2 leg",,false,false,,false
379,108,A,,,Adenomatous,,goiter (see SNOMED),,false,true,,false
380,108,A,,,Adenomatous,,hyperplasia (see SNOMED),,false,true,,false
381,108,A,8210/0,morphology,Adenomatous,Polyp,NOS,,false,false,,false
382,108,A,8210/3,morphology,Adenomatous,Polyp,adenocarcinoma in,,false,false,,false
383,108,A,8210/2,morphology,Adenomatous,Polyp,adenocarcinoma in situ in,,false,false,,false
384,108,A,8210/3,morphology,Adenomatous,Polyp,carcinoma in,,false,false,,false
385,108,A,8210/2,morphology,Adenomatous,Polyp,carcinoma in situ in,,false,false,,false
386,108,A,8213/0,morphology,Adenomatous,Polyp,"mixed, and hyperplastic (C18._)",,false,false,,false
387,108,A,8220/3,morphology,Adenomatous,,"polyposis coli, adenocarcinoma in (C18._)",,false,false,,false
388,108,A,8220/0,morphology,Adenomatous,,polyposis coli (C18._),,false,false,,false
389,108,A,8221/0,morphology,Adenomatous,,"polyps, multiple",,false,false,,false
390,108,A,8221/3,morphology,Adenomatous,,"polyps, multiple, adenocarcinoma in",,false,false,,false
391,108,A,8983/0,morphology,Adenomyoepithelioma (C50._),,Adenomyoepithelioma (C50._),,false,false,,true
392,108,A,8932/0,morphology,Adenomyoma,,Adenomyoma,,false,false,,true
393,108,A,8932/0,morphology,"Adenomyoma, atypical polypoid",,"Adenomyoma, atypical polypoid",,false,false,,true
394,108,A,,,"Adenomyoma, atypical polypoid",,Adenomyomatous hyperplasia (see SNOMED),,false,true,,false
395,108,A,,,"Adenomyoma, atypical polypoid",,"Adenomyosis, NOS (see SNOMED)",,false,true,,false
396,108,A,8244/3,morphology,"Adenoneuroendocrine carcinoma, mixed",,"Adenoneuroendocrine carcinoma, mixed",,false,false,,true
397,108,A,8933/3,morphology,Adenosarcoma,,Adenosarcoma,,false,false,,true
398,108,A,,,Adenosis,,NOS (see SNOMED),,false,true,,false
399,108,A,,,Adenosis,,fibrosing (see SNOMED),,false,true,,false
400,108,A,,,Adenosis,,florid (see SNOMED),,false,true,,false
401,108,A,,,Adenosis,,sclerosing (see SNOMED),,false,true,,false
402,108,A,8560/3,morphology,Adenosquamous carcinoma,,Adenosquamous carcinoma,,false,false,,true
403,108,A,C49.9,topography,Adipose tissue,,NOS,,false,false,,false
404,108,A,C49.4,topography,Adipose tissue,,abdominal wall,,false,false,,false
405,108,A,C49.1,topography,Adipose tissue,,antecubital space,,false,false,,false
406,108,A,C49.1,topography,Adipose tissue,,arm,,false,false,,false
407,108,A,C49.3,topography,Adipose tissue,,axilla,,false,false,,false
408,108,A,C49.6,topography,Adipose tissue,,back,,false,false,,false
409,108,A,C49.5,topography,Adipose tissue,,buttock,,false,false,,false
410,108,A,C49.2,topography,Adipose tissue,,calf,,false,false,,false
411,108,A,C49.0,topography,Adipose tissue,,cervical region,,false,false,,false
412,108,A,C49.0,topography,Adipose tissue,,cheek,,false,false,,false
413,108,A,C49.3,topography,Adipose tissue,,chest wall,,false,false,,false
414,108,A,C49.0,topography,Adipose tissue,,face,,false,false,,false
415,108,A,C49.6,topography,Adipose tissue,,flank,,false,false,,false
416,108,A,C49.2,topography,Adipose tissue,,foot,,false,false,,false
417,108,A,C49.1,topography,Adipose tissue,,forearm,,false,false,,false
418,108,A,C49.5,topography,Adipose tissue,,gluteal region,,false,false,,false
419,108,A,C49.5,topography,Adipose tissue,,groin,,false,false,,false
420,108,A,C49.1,topography,Adipose tissue,,hand,,false,false,,false
421,108,A,C49.0,topography,Adipose tissue,,head,,false,false,,false
422,108,A,C49.2,topography,Adipose tissue,,hip,,false,false,,false
423,108,A,C49.3,topography,Adipose tissue,,infraclavicular region,,false,false,,false
424,108,A,C49.5,topography,Adipose tissue,,inguinal region,,false,false,,false
425,108,A,C49.2,topography,Adipose tissue,,knee,,false,false,,false
426,108,A,C49.0,topography,Adipose tissue,,neck,,false,false,,false
427,108,A,C49.2,topography,Adipose tissue,,popliteal space,,false,false,,false
428,108,A,C49.5,topography,Adipose tissue,,sacrococcygeal region,,false,false,,false
429,108,A,C49.0,topography,Adipose tissue,,scalp,,false,false,,false
430,108,A,C49.3,topography,Adipose tissue,,scapular region,,false,false,,false
431,108,A,C49.1,topography,Adipose tissue,,shoulder,,false,false,,false
432,108,A,C49.0,topography,Adipose tissue,,supraclavicular region,,false,false,,false
433,108,A,C49.0,topography,Adipose tissue,,temple,,false,false,,false
434,108,A,C49.2,topography,Adipose tissue,,thigh,,false,false,,false
435,109,A,C49.3,topography,Adipose tissue,,thoracic wall,,false,false,,false
436,109,A,C49.6,topography,Adipose tissue,,"trunk, NOS",,false,false,,false
437,109,A,8390/3,morphology,Adnexal,,carcinoma (C44._),,false,false,,false
438,109,A,8407/3,morphology,Adnexal,,"microcystic, carcinoma (C44._)",,false,false,,false
439,109,A,8390/0,morphology,Adnexal,,"tumor, benign (C44._)",,false,false,,false
440,109,A,C57.4,topography,"Adnexa, NOS",,"Adnexa, NOS",,false,false,,true
441,109,A,C57.4,topography,"Adnexa, uterine",,"Adnexa, uterine",,false,false,,true
442,109,A,8700/0,morphology,Adrenal,,medullary paraganglioma (C74.1),C74.1,false,false,,false
443,109,A,8700/3,morphology,Adrenal,,"medullary paraganglioma, malignant (C74.1)",C74.1,false,false,,false
444,109,A,8671/0,morphology,Adrenal,,rest tumor,,false,false,,false
445,109,A,8370/3,morphology,Adrenal cortical,,adenocarcinoma (C74.0),C74.0,false,false,,false
446,109,A,8370/0,morphology,Adrenal cortical,Adenoma,NOS (C74.0),C74.0,false,false,,false
447,109,A,8373/0,morphology,Adrenal cortical,Adenoma,clear cell (C74.0),C74.0,false,false,,false
448,109,A,8371/0,morphology,Adrenal cortical,Adenoma,compact cell (C74.0),C74.0,false,false,,false
449,109,A,8374/0,morphology,Adrenal cortical,Adenoma,glomerulosa cell (C74.0),C74.0,false,false,,false
450,109,A,8375/0,morphology,Adrenal cortical,Adenoma,mixed cell (C74.0),C74.0,false,false,,false
451,109,A,8372/0,morphology,Adrenal cortical,Adenoma,pigmented (C74.0),C74.0,false,false,,false
452,109,A,8370/3,morphology,Adrenal cortical,,carcinoma (C74.0),C74.0,false,false,,false
453,109,A,8370/0,morphology,Adrenal cortical,Tumor,NOS (C74.0),C74.0,false,false,,false
454,109,A,8370/0,morphology,Adrenal cortical,Tumor,benign (C74.0),C74.0,false,false,,false
455,109,A,8370/3,morphology,Adrenal cortical,Tumor,malignant (C74.0),C74.0,false,false,,false
456,109,A,C74.9,topography,Adrenal gland,,NOS,,false,false,,false
457,109,A,C74.0,topography,Adrenal gland,,cortex,,false,false,,false
458,109,A,C74.1,topography,Adrenal gland,,medulla,,false,false,,false
459,109,A,9080/0,morphology,Adult,,cystic teratoma,,false,false,,false
460,109,A,8904/0,morphology,Adult,,rhabdomyoma,,false,false,,false
461,109,A,9080/0,morphology,Adult,,"teratoma, cystic",,false,false,,false
462,109,A,9080/0,morphology,Adult,,"teratoma, NOS",,false,false,,false
463,109,A,8620/1,morphology,Adult,,"type, granulosa cell tumor (C56.9)",C56.9,false,false,,false
464,109,A,8901/3,morphology,Adult,,"type, pleomorphic rhabdomyosarcoma",,false,false,,false
465,109,A,9827/3,morphology,Adult T-cell,,leukemia (includes all variants),,false,false,,false
466,109,A,9827/3,morphology,Adult T-cell,,leukemia/lymphoma (HTLV-1 positive) (includes all variants),,false,false,,false
467,109,A,9827/3,morphology,Adult T-cell,,lymphoma (includes all variants),,false,false,,false
468,109,A,9827/3,morphology,Adult T-cell,,lymphoma/leukemia (includes all variants),,false,false,,false
469,109,A,8841/1,morphology,Aggressive,,angiomyxoma,,false,false,,false
470,109,A,8408/1,morphology,Aggressive,,digital papillary adenoma (C44._),,false,false,,false
471,109,A,8821/1,morphology,Aggressive,,fibromatosis,,false,false,,false
472,109,A,9741/3,morphology,Aggressive,,"mastocytosis, systemic",,false,false,,false
473,109,A,9948/3,morphology,Aggressive,,NK-cell leukemia,,false,false,,false
474,109,A,9200/1,morphology,Aggressive,,"osteoblastoma (C40._, C41._)",,false,false,,false
475,109,A,8408/1,morphology,Aggressive,,"papillary adenoma, digital (C44._)",,false,false,,false
476,109,A,9741/3,morphology,Aggressive,,systemic mastocytosis,,false,false,,false
477,109,A,9961/3,morphology,Agnogenic myeloid metaplasia,,Agnogenic myeloid metaplasia,,false,false,,true
478,109,A,9741/3,morphology,"AHNMD, systemic mastocytosis with",,"AHNMD, systemic mastocytosis with",,false,false,,true
479,109,A,9767/1,morphology,AIL (Angioimmunoblastic,,AIL (Angioimmunoblastic Lymphadenopathy),,false,false,,true
480,109,A,9705/3,morphology,"AILD, peripheral T-cell lymphoma",,"AILD, peripheral T-cell lymphoma (Angioimmunoblastic Lymphadenopathy with Dysproteinemia) [obs]",,true,false,,true
481,109,A,8077/2,morphology,AIN III,,AIN III (C21.1),C21.1,false,false,,true
482,109,A,C44.3,topography,Ala nasi,,Ala nasi,,false,false,,true
483,109,A,C26.9,topography,"Alimentary tract, NOS",,"Alimentary tract, NOS",,false,false,,true
484,109,A,9826/3,morphology,ALL,,B (see also 9687/3),,false,false,9687/3,false
485,109,A,9836/3,morphology,ALL,,common precursor B (see also 9728/3),,false,false,9728/3,false
486,109,A,9837/3,morphology,ALL,,cortical T (see also 9729/3),,false,false,9729/3,false
487,109,A,9836/3,morphology,ALL,,c (see also 9728/3),,false,false,9728/3,false
488,109,A,9837/3,morphology,ALL,,mature T (see also 9729/3),,false,false,9729/3,false
489,109,A,9836/3,morphology,ALL,,Pre-B (see also 9728/3),,false,false,9728/3,false
490,109,A,9836/3,morphology,ALL,,Pre-pre-B (see also 9728/3),,false,false,9728/3,false
491,109,A,9837/3,morphology,ALL,,Pre-T (see also 9729/3),,false,false,9729/3,false
492,109,A,9836/3,morphology,ALL,,Pro-B (see also 9728/3),,false,false,9728/3,false
493,109,A,9837/3,morphology,ALL,,Pro-T (see also 9729/3),,false,false,9729/3,false
494,109,A,8152/3,morphology,Alpha,,"cell tumor, malignant (C25._)",,false,false,,false
495,109,A,8152/1,morphology,Alpha,,"cell tumor, NOS (C25._)",,false,false,,false
496,109,A,9762/3,morphology,Alpha,,heavy chain disease,,false,false,,false
497,109,A,8251/3,morphology,Alveolar,,adenocarcinoma (C34._),,false,false,,false
498,109,A,8251/0,morphology,Alveolar,,adenoma (C34._),,false,false,,false
499,109,A,8902/3,morphology,Alveolar,,"and embryonal rhabdomyosarcoma, mixed",,false,false,,false
500,109,A,8251/3,morphology,Alveolar,,carcinoma (C34._),,false,false,,false
501,109,A,8250/3,morphology,Alveolar,,cell carcinoma (C34._),,false,false,,false
502,109,A,8920/3,morphology,Alveolar,,rhabdomyosarcoma,,false,false,,false
503,109,A,8902/3,morphology,Alveolar,,"rhabdomyosarcoma and embryonal rhabdomyosarcoma, mixed",,false,false,,false
504,109,A,9581/3,morphology,Alveolar,,soft part sarcoma,,false,false,,false
505,109,A,9133/3,morphology,Alveolar,,"tumor, intravascular bronchial (C34._)",,false,false,,false
506,109,A,C03.9,topography,Alveolar mucosa,,NOS,,false,false,,false
507,109,A,C03.1,topography,Alveolar mucosa,,lower,,false,false,,false
508,109,A,C03.0,topography,Alveolar mucosa,,upper,,false,false,,false
509,109,A,C03.9,topography,Alveolar ridge mucosa,,NOS,,false,false,,false
510,109,A,C03.1,topography,Alveolar ridge mucosa,,lower,,false,false,,false
511,109,A,C03.0,topography,Alveolar ridge mucosa,,upper,,false,false,,false
512,109,A,C06.1,topography,Alveolar sulcus,,Alveolar sulcus,,false,false,,true
513,110,A,C03.9,topography,Alveolus,,NOS,,false,false,,false
514,110,A,C03.1,topography,Alveolus,,lower,,false,false,,false
515,110,A,C03.0,topography,Alveolus,,upper,,false,false,,false
516,110,A,8745/3,morphology,Amelanotic desmoplastic melanoma,,Amelanotic desmoplastic melanoma (C44._),,false,false,,true
517,110,A,8730/3,morphology,Amelanotic melanoma (C44._),,Amelanotic melanoma (C44._),,false,false,,true
518,110,A,9270/3,morphology,Ameloblastic,,carcinoma (C41._),,false,false,,false
519,110,A,9271/0,morphology,Ameloblastic,,fibrodentinoma (C41._),,false,false,,false
520,110,A,9290/3,morphology,Ameloblastic,,fibrodentinosarcoma (C41._),,false,false,,false
521,110,A,9330/0,morphology,Ameloblastic,,fibroma (C41._),,false,false,,false
522,110,A,9290/0,morphology,Ameloblastic,,fibro-odontoma (C41._),,false,false,,false
523,110,A,9290/3,morphology,Ameloblastic,,fibro-odontosarcoma (C41._),,false,false,,false
524,110,A,9330/3,morphology,Ameloblastic,,fibrosarcoma (C41._),,false,false,,false
525,110,A,9290/3,morphology,Ameloblastic,,odontosarcoma (C41._),,false,false,,false
526,110,A,9330/3,morphology,Ameloblastic,,sarcoma (C41._),,false,false,,false
527,110,A,9310/3,morphology,"Ameloblastoma, malignant (C41._)",,"Ameloblastoma, malignant (C41._)",,false,false,,true
