sort_order,code,behavior,term,synonyms,site_restriction,obs,group_code,group_name
0,8000/0,0,"Neoplasm, benign","Tumor, benign | Unclassified tumor, benign",,false,800,"Neoplasms, NOS"
1,8000/1,1,"Neoplasm, uncertain whether benign or malignant","Neoplasm, NOS | Tumor, NOS | Unclassified tumor, borderline malignancy | Unclassified tumor, uncertain whether benign or malignant",,false,800,"Neoplasms, NOS"
2,8000/3,3,"Neoplasm, malignant","Blastoma, NOS | Tumor, malignant, NOS | Cancer | Malignancy | Unclassified tumor, malignant",,false,800,"Neoplasms, NOS"
3,8000/6,6,"Neoplasm, metastatic","Neoplasm, secondary | Tumor embolus | Tumor, metastatic | Tumor, secondary",,false,800,"Neoplasms, NOS"
4,8000/9,9,"Neoplasm, malignant, uncertain whether primary or metastatic","Unclassified tumor, malignant, uncertain whether primary or metastatic",,false,800,"Neoplasms, NOS"
5,8001/0,0,"Tumor cells, benign",,,false,800,"Neoplasms, NOS"
6,8001/1,1,"Tumor cells, uncertain whether benign or malignant","Tumor cells, NOS",,false,800,"Neoplasms, NOS"
7,8001/3,3,"Tumor cells, malignant",,,false,800,"Neoplasms, NOS"
8,8002/3,3,"Malignant tumor, small cell type",,,false,800,"Neoplasms, NOS"
9,8003/3,3,"Malignant tumor, giant cell type",,,false,800,"Neoplasms, NOS"
10,8004/3,3,"Malignant tumor, spindle cell type","Malignant tumor, fusiform cell type",,false,800,"Neoplasms, NOS"
11,8005/0,0,"Clear cell tumor, NOS",,,false,800,"Neoplasms, NOS"
12,8005/3,3,"Malignant tumor, clear cell type",,,false,800,"Neoplasms, NOS"
13,8010/0,0,"Epithelial tumor, benign",,,false,801-804,"Epithelial neoplasms, NOS"
14,8010/2,2,"Carcinoma in situ, NOS","Intraepithelial carcinoma, NOS",,false,801-804,"Epithelial neoplasms, NOS"
15,8010/3,3,"Carcinoma, NOS","Epithelial tumor, malignant",,false,801-804,"Epithelial neoplasms, NOS"
16,8010/6,6,"Carcinoma, metastatic, NOS",Secondary carcinoma,,false,801-804,"Epithelial neoplasms, NOS"
17,8010/9,9,Carcinomatosis,,,false,801-804,"Epithelial neoplasms, NOS"
18,8011/0,0,"Epithelioma, benign",,,false,801-804,"Epithelial neoplasms, NOS"
19,8011/3,3,"Epithelioma, malignant","Epithelioma, NOS",,false,801-804,"Epithelial neoplasms, NOS"
20,8012/3,3,"Large cell carcinoma, NOS",,,false,801-804,"Epithelial neoplasms, NOS"
21,8013/3,3,Large cell neuroendocrine carcinoma,,,false,801-804,"Epithelial neoplasms, NOS"
22,8014/3,3,Large cell carcinoma with rhabdoid phenotype,,,false,801-804,"Epithelial neoplasms, NOS"
23,8015/3,3,Glassy cell carcinoma,,,false,801-804,"Epithelial neoplasms, NOS"
24,8020/3,3,"Carcinoma, undifferentiated, NOS",,,false,801-804,"Epithelial neoplasms, NOS"
25,8021/3,3,"Carcinoma, anaplastic, NOS",,,false,801-804,"Epithelial neoplasms, NOS"
26,8022/3,3,Pleomorphic carcinoma,,,false,801-804,"Epithelial neoplasms, NOS"
27,8030/3,3,Giant cell and spindle cell carcinoma,,,false,801-804,"Epithelial neoplasms, NOS"
28,8031/3,3,Giant cell carcinoma,,,false,801-804,"Epithelial neoplasms, NOS"
29,8032/3,3,"Spindle cell carcinoma, NOS",,,false,801-804,"Epithelial neoplasms, NOS"
30,8033/3,3,Pseudosarcomatous carcinoma,Sarcomatoid carcinoma,,false,801-804,"Epithelial neoplasms, NOS"
31,8034/3,3,Polygonal cell carcinoma,,,false,801-804,"Epithelial neoplasms, NOS"
32,8035/3,3,Carcinoma with osteoclast-like giant cells,,,false,801-804,"Epithelial neoplasms, NOS"
33,8040/0,0,"Tumorlet, benign",,,false,801-804,"Epithelial neoplasms, NOS"
34,8040/1,1,"Tumorlet, NOS",,,false,801-804,"Epithelial neoplasms, NOS"
35,8041/3,3,"Small cell carcinoma, NOS",Reserve cell carcinoma | Round cell carcinoma | Small cell neuroendocrine carcinoma,,false,801-804,"Epithelial neoplasms, NOS"
36,8042/3,3,Oat cell carcinoma (C34._),,,false,801-804,"Epithelial neoplasms, NOS"
37,8043/3,3,"Small cell carcinoma, fusiform cell",,,false,801-804,"Epithelial neoplasms, NOS"
38,8044/3,3,"Small cell carcinoma, intermediate cell",,,false,801-804,"Epithelial neoplasms, NOS"
39,8045/3,3,Combined small cell carcinoma,Mixed small cell carcinoma | Combined small cell-adenocarcinoma | Combined small cell-large cell carcinoma | Combined small cell-squamous cell carcinoma,,false,801-804,"Epithelial neoplasms, NOS"
40,8046/3,3,Non-small cell carcinoma (C34._),,,false,801-804,"Epithelial neoplasms, NOS"
41,8050/0,0,"Papilloma, NOS (except papilloma of bladder M-8120/1)",,,false,805-808,Squamous cell neoplasms
42,8050/2,2,Papillary carcinoma in situ,,,false,805-808,Squamous cell neoplasms
43,8050/3,3,"Papillary carcinoma, NOS",,,false,805-808,Squamous cell neoplasms
44,8051/0,0,Verrucous papilloma,,,false,805-808,Squamous cell neoplasms
45,8051/3,3,"Verrucous carcinoma, NOS",Condylomatous carcinoma | Verrucous epidermoid carcinoma | Verrucous squamous cell carcinoma | Warty carcinoma,,false,805-808,Squamous cell neoplasms
46,8052/0,0,"Squamous cell papilloma, NOS",Keratotic papilloma | Squamous papilloma,,false,805-808,Squamous cell neoplasms
47,8052/2,2,"Papillary squamous cell carcinoma, non-invasive",Papillary squamous cell carcinoma in situ,,false,805-808,Squamous cell neoplasms
48,8052/3,3,Papillary squamous cell carcinoma,Papillary epidermoid carcinoma,,false,805-808,Squamous cell neoplasms
49,8053/0,0,"Squamous cell papilloma, inverted",,,false,805-808,Squamous cell neoplasms
50,8060/0,0,Squamous papillomatosis,"Papillomatosis, NOS",,false,805-808,Squamous cell neoplasms
51,8070/2,2,"Squamous cell carcinoma in situ, NOS","Epidermoid carcinoma in situ, NOS | Intraepidermal carcinoma, NOS | Intraepithelial squamous cell carcinoma",,false,805-808,Squamous cell neoplasms
52,8070/3,3,"Squamous cell carcinoma, NOS","Epidermoid carcinoma, NOS | Squamous carcinoma | Squamous cell epithelioma",,false,805-808,Squamous cell neoplasms
53,8070/6,6,"Squamous cell carcinoma, metastatic, NOS",,,false,805-808,Squamous cell neoplasms
54,8071/3,3,"Squamous cell carcinoma, keratinizing, NOS","Epidermoid carcinoma, keratinizing | Squamous cell carcinoma, large cell, keratinizing",,false,805-808,Squamous cell neoplasms
55,8072/3,3,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS","Epidermoid carcinoma, large cell, nonkeratinizing | Squamous cell carcinoma, nonkeratinizing, | NOS",,false,805-808,Squamous cell neoplasms
56,8073/3,3,"Squamous cell carcinoma, small cell, nonkeratinizing","Epidermoid carcinoma, small cell, nonkeratinizing",,false,805-808,Squamous cell neoplasms
57,8074/3,3,"Squamous cell carcinoma, spindle cell","Epidermoid carcinoma, spindle cell | Squamous cell carcinoma, sarcomatoid",,false,805-808,Squamous cell neoplasms
58,8075/3,3,"Squamous cell carcinoma, adenoid","Squamous cell carcinoma, acantholytic | Squamous cell carcinoma, pseudoglandular",,false,805-808,Squamous cell neoplasms
59,8076/2,2,Squamous cell carcinoma in situ with questionable stromal invasion,Epidermoid carcinoma in situ with questionable stromal invasion,,false,805-808,Squamous cell neoplasms
60,8076/3,3,"Squamous cell carcinoma, microinvasive",,,false,805-808,Squamous cell neoplasms
61,8077/0,0,"Squamous intraepithelial neoplasia, low grade","Squamous intraepithelial neoplasia, grade I | Squamous intraepithelial neoplasia, grade | II | Anal intraepithelial neoplasia, low grade (C21.1) | Cervical intraepithelial neoplasia, low grade 8092/3 Infiltrating basal cell (C53._) | Esophageal squamous intraepithelial neoplasia (dysplasia), low grade (C15._)",C21.1,false,805-808,Squamous cell neoplasms
62,8077/2,2,"Squamous intraepithelial neoplasia, high grade (see Coding Guidelines)","Squamous intraepithelial neoplasia, grade | III | Anal intraepithelial neoplasia, grade III (C21.1) | AIN III (C21.1) | Cervical intraepithelial neoplasia, grade III (C53._) | CIN III, NOS (C53._) | CIN III with severe dysplasia (C53._) | Esophageal squamous intraepithelial neoplasia (dysplasia), high grade (C15._) | Vaginal intraepithelial neoplasia, grade III (C52._) | VAIN III (C52._) | Vulvar intraepithelial neoplasia, grade III (C51._) | VIN III (C51._)",C21.1,false,805-808,Squamous cell neoplasms
63,8078/3,3,Squamous cell carcinoma with horn formation,,,false,805-808,Squamous cell neoplasms
64,8080/2,2,Queyrat erythroplasia (C60._),,,false,805-808,Squamous cell neoplasms
65,8081/2,2,Bowen disease (C44._),"Intraepidermal squamous cell carcinoma, | Bowen type (C44._)",,false,805-808,Squamous cell neoplasms
66,8082/3,3,Lymphoepithelial carcinoma,Lymphoepithelioma | Lymphoepithelioma-like carcinoma | Schmincke tumor (C11._),,false,805-808,Squamous cell neoplasms
67,8083/3,3,Basaloid squamous cell carcinoma,,,false,805-808,Squamous cell neoplasms
68,8084/3,3,"Squamous cell carcinoma, clear cell type",,,false,805-808,Squamous cell neoplasms
69,8090/1,1,Basal cell tumor (C44._),,,false,809-811,Basal cell neoplasms
70,8090/3,3,"Basal cell carcinoma, NOS (C44._)",Basal cell epithelioma (C44._) | Rodent ulcer (C44._) | Pigmented basal cell carcinoma (C44._),,false,809-811,Basal cell neoplasms
71,8091/3,3,Multifocal superficial basal cell carcinoma (C44._),"Multicentric basal cell carcinoma (C44._) carcinoma, NOS (C44._) | Infiltrating basal cell carcinoma, non- sclerosing (C44._) | Infiltrating basal cell carcinoma, sclerosing (C44._) | Basal cell carcinoma, desmoplastic type (C44._) | Basal cell carcinoma, morpheic (C44._)",,false,809-811,Basal cell neoplasms
72,8093/3,3,"Basal cell carcinoma, fibroepithelial (C44._)","Fibroepithelioma, NOS | Fibroepithelioma of Pinkus type | Fibroepithelial basal cell carcinoma, Pinkus type | Pinkus tumor",,false,809-811,Basal cell neoplasms
73,8094/3,3,Basosquamous carcinoma (C44._),Mixed basal-squamous cell carcinoma (C44._),,false,809-811,Basal cell neoplasms
74,8095/3,3,Metatypical carcinoma (C44._),,,false,809-811,Basal cell neoplasms
75,8096/0,0,Intraepidermal epithelioma of Jadassohn (C44._),,,false,809-811,Basal cell neoplasms
76,8097/3,3,"Basal cell carcinoma, nodular (C44._)","Basal cell carcinoma, micronodular (C44._)",,false,809-811,Basal cell neoplasms
77,8098/3,3,Adenoid basal carcinoma (C53._),,,false,809-811,Basal cell neoplasms
78,8100/0,0,Trichoepithelioma (C44._),Brooke tumor (C44._) | Epithelioma adenoides cysticum (C44._),,false,809-811,Basal cell neoplasms
79,8101/0,0,Trichofolliculoma (C44._),,,false,809-811,Basal cell neoplasms
80,8102/0,0,Trichilemmoma (C44._),,,false,809-811,Basal cell neoplasms
81,8102/3,3,Trichilemmocarcinoma (C44._),Trichilemmal carcinoma (C44._),,false,809-811,Basal cell neoplasms
82,8103/0,0,Pilar tumor (C44._),Proliferating trichilemmal cyst | Proliferating trichilemmal tumor,,false,809-811,Basal cell neoplasms
83,8110/0,0,"Pilomatrixoma, NOS (C44._)","Pilomatricoma, NOS (C44._) | Calcifying epithelioma of Malherbe (C44._)",,false,809-811,Basal cell neoplasms
84,8110/3,3,Pilomatrix carcinoma (C44._),"Matrical carcinoma (C44._) | Pilomatricoma, malignant (C44._) | Pilomatrixoma, malignant (C44._)",,false,809-811,Basal cell neoplasms
85,8120/0,0,"Transitional cell papilloma, benign",Transitional papilloma,,false,812-813,Transitional cell papillomas and carcinomas
86,8120/1,1,"Urothelial papilloma, NOS","Transitional cell papilloma, NOS | Papilloma of bladder (C67._)",,false,812-813,Transitional cell papillomas and carcinomas
87,8120/2,2,Transitional cell carcinoma in situ,Urothelial carcinoma in situ,,false,812-813,Transitional cell papillomas and carcinomas
88,8120/3,3,"Transitional cell carcinoma, NOS","Urothelial carcinoma, NOS | Transitional carcinoma",,false,812-813,Transitional cell papillomas and carcinomas
89,8121/0,0,"Schneiderian papilloma,","NOS (C30.0, C31._) | Sinonasal papilloma, NOS (C30.0, C31._) | Sinonasal papilloma, exophytic (C30.0, C31._) | Sinonasal papilloma, fungiform (C30.0, C31._) | Transitional cell papilloma, inverted, benign | Transitional papilloma, inverted, benign",,false,812-813,Transitional cell papillomas and carcinomas
90,8121/1,1,"Transitional cell papilloma, inverted, NOS","Transitional papilloma, inverted, NOS | Columnar cell papilloma | Cylindrical cell papilloma (C30.0, C31._) | Oncocytic Schneiderian papilloma (C30.0, C31._) | Schneiderian papilloma, inverted (C30.0, C31._)",,false,812-813,Transitional cell papillomas and carcinomas
91,8121/3,3,"Schneiderian carcinoma (C30.0, C31._)","Cylindrical cell carcinoma (C30.0, C31._)",,false,812-813,Transitional cell papillomas and carcinomas
92,8122/3,3,"Transitional cell carcinoma, spindle cell","Transitional cell carcinoma, sarcomatoid",,false,812-813,Transitional cell papillomas and carcinomas
93,8123/3,3,Basaloid carcinoma,,,false,812-813,Transitional cell papillomas and carcinomas
94,8124/3,3,Cloacogenic carcinoma (C21.2),,C21.2,false,812-813,Transitional cell papillomas and carcinomas
95,8130/1,1,Papillary transitional cell neoplasm of low malignant potential (C67._),Papillary urothelial neoplasm of low malignant potential (C67._),,false,812-813,Transitional cell papillomas and carcinomas
96,8130/2,2,"Papillary transitional cell carcinoma, non-invasive (C67._)","Papillary urothelial carcinoma, non- invasive (C67._)",,false,812-813,Transitional cell papillomas and carcinomas
97,8130/3,3,Papillary transitional cell carcinoma (C67._),Papillary urothelial carcinoma (C67._),,false,812-813,Transitional cell papillomas and carcinomas
98,8131/3,3,"Transitional cell carcinoma, micropapillary (C67._)",,,false,812-813,Transitional cell papillomas and carcinomas
99,8140/0,0,"Adenoma, NOS",,,false,814-838,Adenomas and adenocarcinomas
100,8140/1,1,Atypical adenoma,"Bronchial adenoma, NOS (C34._)",,false,814-838,Adenomas and adenocarcinomas
101,8140/2,2,"Adenocarcinoma in situ, NOS",,,false,814-838,Adenomas and adenocarcinomas
102,8140/3,3,"Adenocarcinoma, NOS",,,false,814-838,Adenomas and adenocarcinomas
103,8140/6,6,"Adenocarcinoma, metastatic, NOS",,,false,814-838,Adenomas and adenocarcinomas
104,8141/3,3,Scirrhous adenocarcinoma,Carcinoma with productive fibrosis | Scirrhous carcinoma,,false,814-838,Adenomas and adenocarcinomas
105,8142/3,3,Linitis plastica (C16._),,,false,814-838,Adenomas and adenocarcinomas
106,8143/3,3,Superficial spreading adenocarcinoma,,,false,814-838,Adenomas and adenocarcinomas
107,8144/3,3,"Adenocarcinoma, intestinal type (C16._)","Carcinoma, intestinal type (C16._)",,false,814-838,Adenomas and adenocarcinomas
108,8145/3,3,"Carcinoma, diffuse type (C16._)","Adenocarcinoma, diffuse type (C16._)",,false,814-838,Adenomas and adenocarcinomas
109,8146/0,0,Monomorphic adenoma,,,false,814-838,Adenomas and adenocarcinomas
110,8147/0,0,Basal cell adenoma,,,false,814-838,Adenomas and adenocarcinomas
111,8147/3,3,Basal cell adenocarcinoma,,,false,814-838,Adenomas and adenocarcinomas
112,8148/0,0,"Glandular intraepithelial neoplasia, low grade","Glandular intraepithelial neoplasia, grade I | Glandular intraepithelial neoplasia, grade | II | Biliary intraepithelial neoplasia, low grade | Esophageal glandular dysplasia (intraepithelial neoplasia), low grade (C16._)",,false,814-838,Adenomas and adenocarcinomas
113,8148/2,2,"Glandular intraepithelial neoplasia, high grade","Glandular intraepithelial neoplasia, grade | III | Flat intraepithelial neoplasia, high grade | Biliary intraepithelial neoplasia, high grade | Biliary intraepithelial neoplasia, grade 3 (BilIN-3) | Esophageal glandular dysplasia (intraepithelial neoplasia), high grade (C16._) | Esophageal intraepithelial neoplasia, high grade (C16._) | Flat intraepithelial glandular neoplasia, high grade (C24.1) | Flat intraepithelial neoplasia (dysplasia), high grade (C24.1) | Prostatic intraepithelial neoplasia, grade III (C61.9) | PIN III (C61.9)",C24.1,false,814-838,Adenomas and adenocarcinomas
114,8149/0,0,Canalicular adenoma,,,false,814-838,Adenomas and adenocarcinomas
115,8150/0,0,"Pancreatic endocrine tumor, benign (C25._)","Islet cell adenoma (C25._) | Islet cell tumor, benign (C25._) | Nesidioblastoma (C25._) | Islet cell adenomatosis (C25._) | Pancreatic microadenoma (C25._)",,false,814-838,Adenomas and adenocarcinomas
116,8150/1,1,"Pancreatic endocrine tumor, NOS (C25._)","Islet cell tumor, NOS (C25._)",,false,814-838,Adenomas and adenocarcinomas
117,8150/3,3,"Pancreatic endocrine tumor, malignant (C25._)","Islet cell adenocarcinoma (C25._) | Islet cell carcinoma (C25._) | Pancreatic endocrine tumor, nonfunctioning (C25._)",,false,814-838,Adenomas and adenocarcinomas
118,8151/0,0,"Insulinoma, NOS (C25._)",Beta cell adenoma (C25._),,false,814-838,Adenomas and adenocarcinomas
119,8151/3,3,"Insulinoma, malignant (C25._)","Beta cell tumor, malignant (C25._)",,false,814-838,Adenomas and adenocarcinomas
120,8152/1,1,"Glucagonoma, NOS (C25._)","Alpha cell tumor, NOS (C25._) | Enteroglucagonoma, NOS | Glucagon-like peptide-producing tumor (C25._) | L-cell tumor | Pancreatic peptide and pancreatic peptide- like peptide within terminal tyrosine amide producing tumor | PP/PYY producing tumor",,false,814-838,Adenomas and adenocarcinomas
121,8152/3,3,"Glucagonoma, malignant (C25._)","Alpha cell tumor, malignant (C25._) | Enteroglucagonoma, malignant",,false,814-838,Adenomas and adenocarcinomas
122,8153/1,1,"Gastrinoma, NOS","G cell tumor, NOS | Gastrin cell tumor",,false,814-838,Adenomas and adenocarcinomas
123,8153/3,3,"Gastrinoma, malignant","G cell tumor, malignant | Gastrin cell tumor, malignant",,false,814-838,Adenomas and adenocarcinomas
124,8154/3,3,"Mixed pancreatic endocrine and exocrine tumor, malignant (C25._)",Mixed islet cell and exocrine adenocarcinoma (C25._) | Mixed acinar-endocrine carcinoma (C25._) | Mixed acinar-endocrine-ductal carcinoma | Mixed ductal-endocrine carcinoma (C25._) | Mixed endocrine and exocrine adenocarcinoma (C25._),,false,814-838,Adenomas and adenocarcinomas
125,8155/1,1,"Vipoma, NOS",,,false,814-838,Adenomas and adenocarcinomas
126,8155/3,3,"Vipoma, malignant",,,false,814-838,Adenomas and adenocarcinomas
127,8156/1,1,"Somatostatinoma, NOS","Somatostatin cell tumor, NOS",,false,814-838,Adenomas and adenocarcinomas
128,8156/3,3,"Somatostatinoma, malignant","Somatostatin cell tumor, malignant",,false,814-838,Adenomas and adenocarcinomas
129,8158/1,1,"Endocrine tumor, functioning, NOS",ACTH-producing tumor,,false,814-838,Adenomas and adenocarcinomas
130,8160/0,0,"Bile duct adenoma (C22.1, C24.0)","Cholangioma (C22.1, C24.0)",,false,814-838,Adenomas and adenocarcinomas
131,8160/3,3,"Cholangiocarcinoma (C22.1, C24.0)","Bile duct adenocarcinoma (C22.1, C24.0) | Bile duct carcinoma (C22.1, C24.0)",,false,814-838,Adenomas and adenocarcinomas
132,8161/0,0,"Bile duct cystadenoma (C22.1, C24.0)",,,false,814-838,Adenomas and adenocarcinomas
133,8161/3,3,"Bile duct cystadenocarcinoma (C22.1, C24.0)",,,false,814-838,Adenomas and adenocarcinomas
134,8162/3,3,"Klatskin tumor (C22.1, C24.0)",,,false,814-838,Adenomas and adenocarcinomas
135,8163/0,0,"Pancreatobiliary neoplasm, non-invasive",Noninvasive pancreatobiliary papillary neoplasm with low grade dysplasia | Noninvasive pancreatobiliary papillary neoplasm with low grade intraepithelial neoplasia,,false,814-838,Adenomas and adenocarcinomas
136,8163/2,2,"Papillary neoplasm, pancreatobiliary- type, with high grade intraepithelial neoplasia (C24.1)",Noninvasive pancreatobiliary papillary neoplasm with high grade dysplasia (C24.1) | Noninvasive pancreatobiliary papillary neoplasm with high grade intraepithelial neoplasia (C24.1),C24.1,false,814-838,Adenomas and adenocarcinomas
137,8163/3,3,Pancreatobiliary-type carcinoma (C24.1),"Adenocarcinoma, pancreatobiliary type (C24.1)",C24.1,false,814-838,Adenomas and adenocarcinomas
138,8170/0,0,Liver cell adenoma (C22.0),"Hepatocellular adenoma (C22.0) | Hepatoma, benign (C22.0)",C22.0,false,814-838,Adenomas and adenocarcinomas
139,8170/3,3,"Hepatocellular carcinoma, NOS (C22.0)","Hepatoma, NOS (C22.0) | Hepatocarcinoma (C22.0) | Hepatoma, malignant (C22.0) | Liver cell carcinoma (C22.0)",C22.0,false,814-838,Adenomas and adenocarcinomas
140,8171/3,3,"Hepatocellular carcinoma, fibrolamellar (C22.0)",,C22.0,false,814-838,Adenomas and adenocarcinomas
141,8172/3,3,"Hepatocellular carcinoma, scirrhous (C22.0)",Sclerosing hepatic carcinoma (C22.0),C22.0,false,814-838,Adenomas and adenocarcinomas
142,8173/3,3,"Hepatocellular carcinoma, spindle cell variant (C22.0)","Hepatocellular carcinoma, sarcomatoid (C22.0)",C22.0,false,814-838,Adenomas and adenocarcinomas
143,8174/3,3,"Hepatocellular carcinoma, clear cell type (C22.0)",,C22.0,false,814-838,Adenomas and adenocarcinomas
144,8175/3,3,"Hepatocellular carcinoma, pleomorphic type (C22.0)",,C22.0,false,814-838,Adenomas and adenocarcinomas
145,8180/3,3,Combined hepatocellular carcinoma and cholangiocarcinoma (C22.0),Hepatocholangiocarcinoma (C22.0) | Mixed hepatocellular and bile duct carcinoma (C22.0),C22.0,false,814-838,Adenomas and adenocarcinomas
146,8190/0,0,Trabecular adenoma,,,false,814-838,Adenomas and adenocarcinomas
147,8190/3,3,Trabecular adenocarcinoma,Trabecular carcinoma,,false,814-838,Adenomas and adenocarcinomas
148,8191/0,0,Embryonal adenoma,,,false,814-838,Adenomas and adenocarcinomas
149,8200/0,0,Eccrine dermal cylindroma (C44._),Cylindroma of skin (C44._) | Turban tumor (C44.4),C44.4,false,814-838,Adenomas and adenocarcinomas
150,8200/3,3,Adenoid cystic carcinoma,"Cylindroma, NOS (except cylindroma of skin M-8200/0) | Adenocarcinoma, cylindroid | Adenocystic carcinoma | Bronchial adenoma, cylindroid (C34._) [obs]",,true,814-838,Adenomas and adenocarcinomas
151,8201/2,2,Cribriform carcinoma in situ (C50._),"Ductal carcinoma in situ, cribriform type (C50._)",,false,814-838,Adenomas and adenocarcinomas
152,8201/3,3,"Cribriform carcinoma, NOS","Ductal carcinoma, cribriform type (C50._) | Cribriform comedo-type carcinoma (C18._, C19.9, C20.9) | Adenocarcinoma, cribriform comedo-type (C18._, C19.9, C20.9)",,false,814-838,Adenomas and adenocarcinomas
153,8202/0,0,Microcystic adenoma (C25._),,,false,814-838,Adenomas and adenocarcinomas
154,8204/0,0,Lactating adenoma (C50._),,,false,814-838,Adenomas and adenocarcinomas
155,8210/0,0,"Adenomatous polyp, NOS",Polypoid adenoma,,false,814-838,Adenomas and adenocarcinomas
156,8210/2,2,Adenocarcinoma in situ in adenomatous polyp,"Adenocarcinoma in situ in a polyp, NOS | Carcinoma in situ in a polyp, NOS | Adenocarcinoma in situ in polypoid adenoma | Adenocarcinoma in situ in tubular adenoma | Carcinoma in situ in adenomatous polyp",,false,814-838,Adenomas and adenocarcinomas
157,8210/3,3,Adenocarcinoma in adenomatous polyp,"Adenocarcinoma in a polyp, NOS | Carcinoma in a polyp, NOS | Adenocarcinoma in polypoid adenoma | Adenocarcinoma in tubular adenoma | Carcinoma in adenomatous polyp",,false,814-838,Adenomas and adenocarcinomas
158,8211/0,0,"Tubular adenoma, NOS",,,false,814-838,Adenomas and adenocarcinomas
159,8211/3,3,Tubular adenocarcinoma,Tubular carcinoma,,false,814-838,Adenomas and adenocarcinomas
160,8212/0,0,Flat adenoma,,,false,814-838,Adenomas and adenocarcinomas
161,8213/0,0,Serrated adenoma (C18._),Traditional serrated adenoma | Mixed adenomatous and hyperplastic polyp (C18._) | Sessile serrated adenoma | Sessile serrated polyp | Traditional sessile serrated adenoma,,false,814-838,Adenomas and adenocarcinomas
162,8213/3,3,Serrated adenocarcinoma,,,false,814-838,Adenomas and adenocarcinomas
163,8214/3,3,Parietal cell carcinoma (C16._),Parietal cell adenocarcinoma (C16._),,false,814-838,Adenomas and adenocarcinomas
164,8215/3,3,Adenocarcinoma of anal glands (C21.1),Adenocarcinoma of anal ducts (C21.1),C21.1,false,814-838,Adenomas and adenocarcinomas
165,8220/0,0,Adenomatous polyposis coli (C18._),"Adenomatosis, NOS | Familial polyposis coli (C18._)",,false,814-838,Adenomas and adenocarcinomas
166,8220/3,3,Adenocarcinoma in adenomatous polyposis coli (C18._),,,false,814-838,Adenomas and adenocarcinomas
167,8221/0,0,Multiple adenomatous polyps,,,false,814-838,Adenomas and adenocarcinomas
168,8221/3,3,Adenocarcinoma in multiple adenomatous polyps,,,false,814-838,Adenomas and adenocarcinomas
169,8230/2,2,"Ductal carcinoma in situ, solid type (C50._)","Intraductal carcinoma, solid type",,false,814-838,Adenomas and adenocarcinomas
170,8230/3,3,"Solid carcinoma, NOS",Solid carcinoma with mucin formation | Solid adenocarcinoma with mucin formation,,false,814-838,Adenomas and adenocarcinomas
171,8231/3,3,Carcinoma simplex,,,false,814-838,Adenomas and adenocarcinomas
172,8240/1,1,Carcinoid tumor of uncertain malignant potential,"Carcinoid tumor, argentaffin, NOS | Argentaffinoma, NOS [obs]",,true,814-838,Adenomas and adenocarcinomas
173,8240/3,3,"Carcinoid tumor, NOS","Carcinoid, NOS | Bronchial adenoma, carcinoid (C34._) | Neuroendocrine carcinoma, low grade | Neuroendocrine carcinoma, well-differentiated | Neuroendocrine tumor, grade I | Typical carcinoid",,false,814-838,Adenomas and adenocarcinomas
174,8241/3,3,Enterochromaffin cell carcinoid,"Argentaffinoma, malignant [obs] | Carcinoid tumor, argentaffin, malignant | EC cell carcinoid | Serotonin producing carcinoid",,true,814-838,Adenomas and adenocarcinomas
175,8242/1,1,"Enterochromaffin-like cell carcinoid, NOS","ECL cell carcinoid, NOS",,false,814-838,Adenomas and adenocarcinomas
176,8242/3,3,"Enterochromaffin-like cell tumor, malignant","ECL cell carcinoid, malignant",,false,814-838,Adenomas and adenocarcinomas
177,8243/3,3,Goblet cell carcinoid,Mucinous carcinoid | Mucocarcinoid tumor,,false,814-838,Adenomas and adenocarcinomas
178,8244/3,3,Mixed adenoneuroendocrine carcinoma,Combined carcinoid and adenocarcinoma | Combined/mixed carcinoid and adenocarcinoma | Composite carcinoid | MANEC | Mixed carcinoid-adenocarcinoma,,false,814-838,Adenomas and adenocarcinomas
179,8245/1,1,Tubular carcinoid,,,false,814-838,Adenomas and adenocarcinomas
180,8245/3,3,Adenocarcinoid tumor,,,false,814-838,Adenomas and adenocarcinomas
181,8246/3,3,"Neuroendocrine carcinoma, NOS",,,false,814-838,Adenomas and adenocarcinomas
182,8247/3,3,Merkel cell carcinoma (C44._),Merkel cell tumor (C44._) | Primary cutaneous neuroendocrine carcinoma (C44._),,false,814-838,Adenomas and adenocarcinomas
183,8248/1,1,Apudoma,,,false,814-838,Adenomas and adenocarcinomas
184,8249/3,3,Atypical carcinoid tumor,"Neuroendocrine carcinoma, moderately differentiated | Neuroendocrine tumor, grade 2",,false,814-838,Adenomas and adenocarcinomas
185,8250/1,1,Pulmonary adenomatosis (C34._),,,false,814-838,Adenomas and adenocarcinomas
186,8250/3,3,"Bronchiolo-alveolar adenocarcinoma, NOS (C34._)","Bronchiolo-alveolar carcinoma, NOS (C34._) | Alveolar cell carcinoma (C34._) | Bronchiolar adenocarcinoma (C34._) | Bronchiolar carcinoma (C34._)",,false,814-838,Adenomas and adenocarcinomas
187,8251/0,0,Alveolar adenoma (C34._),,,false,814-838,Adenomas and adenocarcinomas
188,8251/3,3,Alveolar adenocarcinoma (C34._),Alveolar carcinoma,,false,814-838,Adenomas and adenocarcinomas
